Date,Adj Close,Close,High,Low,Open,Volume
2000-01-03,32.15031051635742,45.880306243896484,47.9956169128418,45.51559829711914,47.9956169128418,6471267
2000-01-04,30.936372756958008,44.147945404052734,45.479129791259766,43.50970458984375,45.31501007080078,10440877
2000-01-05,30.150615692138672,42.962642669677734,44.6767692565918,42.962642669677734,43.910884857177734,8646293
2000-01-06,30.764875411987305,43.83794021606445,44.45794677734375,42.452049255371094,42.452049255371094,10990975
2000-01-07,31.212787628173828,44.47618103027344,44.78618240356445,43.32735061645508,43.98382568359375,6016452
2000-01-10,31.647899627685547,45.09618377685547,45.679718017578125,44.31206130981445,44.64030075073242,4906318
2000-01-11,31.942230224609375,45.51559829711914,46.68266677856445,44.85912322998047,45.04147720336914,7158460
2000-01-12,31.775875091552734,45.278541564941406,46.354427337646484,44.767948150634766,45.49736404418945,5816977
2000-01-13,31.942230224609375,45.51559829711914,46.17207336425781,45.005008697509766,45.66148376464844,5831029
2000-01-14,32.658905029296875,46.536781311035156,47.010902404785156,46.007957458496094,46.08089828491211,6290643
2000-01-18,31.03360939025879,44.22088623046875,46.0991325378418,44.2026481628418,46.0991325378418,5867703
2000-01-19,30.49611473083496,43.45499801635742,45.1508903503418,43.400291442871094,44.78618240356445,6608706
2000-01-20,31.001628875732422,44.175296783447266,45.11442184448242,43.29087829589844,43.83794021606445,11311093
2000-01-21,31.059219360351562,44.257354736328125,44.85912322998047,44.03853225708008,44.64030075073242,6310865
2000-01-24,31.123212814331055,44.348533630371094,46.0991325378418,43.94735336303711,45.005008697509766,10029933
2000-01-25,32.428531646728516,46.20854568481445,46.31795883178711,44.23912048339844,44.23912048339844,10150577
2000-01-26,32.7100944519043,46.60972595214844,47.86796951293945,46.536781311035156,46.68266677856445,13196847
2000-01-27,33.36275100708008,47.539730072021484,47.92267608642578,46.70090103149414,46.97443389892578,6235462
2000-01-28,32.40293884277344,46.17207336425781,47.339141845703125,46.02619171142578,47.010902404785156,7210556
2000-01-31,33.733863830566406,48.06855773925781,48.36032485961914,45.75265884399414,45.80736541748047,7406946
2000-02-01,34.60410690307617,49.30856704711914,49.45444869995117,47.79502868652344,48.013851165771484,9279676
2000-02-02,33.61869430541992,47.904441833496094,49.162681579589844,47.74032211303711,49.162681579589844,8956815
2000-02-03,33.34994125366211,47.5214958190918,48.287384033203125,46.865020751953125,47.9956169128418,7454930
2000-02-04,33.05561065673828,47.102081298828125,47.74032211303711,46.865020751953125,47.5214958190918,5155147
2000-02-07,33.26036834716797,47.39384841918945,47.813262939453125,46.956199645996094,47.102081298828125,4470696
2000-02-08,33.375545501708984,47.55796813964844,48.2326774597168,47.485023498535156,47.70384979248047,5268594
2000-02-09,32.057403564453125,45.679718017578125,47.5214958190918,45.22383117675781,47.5214958190918,7182109
